vAveValence	Log10A	ModelStdDv
0.00000000000000000000	6.76562172243945217495	2.46536347183796012089
0.01000000000000000000	6.71546547832123829312	2.39970315653113977863
0.02000000000000000000	6.73573536652085443164	2.31857562828525431455
0.03000000000000000000	6.64125859972111101844	2.26375376471154554896
0.04000000000000000000	6.61181579704749910510	2.19522079297925251846
0.05000000000000000000	6.61091662477241408941	2.12246162971626744207
0.06000000000000000000	6.52608268015638981474	2.06761041773355321700
0.07000000000000000000	6.55839306521416195214	1.99210007756039785725
0.08000000000000000000	6.46122384071677937625	1.93847364904657828045
0.09000000000000000000	6.49068361254243015495	1.86770082334308852568
0.10000000000000000000	6.40035370199228812946	1.81257241451567074713
0.11000000000000000000	6.43268315487881592232	1.74706141055052611251
0.12000000000000000000	6.33946650663854806024	1.69087128301344659668
0.13000000000000000000	6.37359695222774502157	1.63101935986067293522
0.14000000000000000000	6.28531395843705279532	1.57287029730715718706
0.15000000000000000001	6.28052475543038529185	1.51606549665167466352
0.16000000000000000000	6.26200820752943051409	1.46190790937145856886
0.17000000000000000000	6.19246575102450343489	1.40465688273005331866
0.18000000000000000001	6.21606111636030514433	1.35818242330824054333
0.19000000000000000000	6.16069961225534667559	1.30126115741326980034
0.20000000000000000000	6.10273261812745729639	1.24560143854308858044
0.20999999999999999999	6.11309143002148249781	1.20357629022801747363
0.22000000000000000000	6.09598163777316783603	1.15974050409807166175
0.23000000000000000000	6.01718950161438173715	1.09681437668625840639
0.24000000000000000000	5.98546790302878518267	1.04869157862366506936
0.25000000000000000000	5.99313871688710649499	1.01617024972793826927
0.25999999999999999999	5.98547019091330520816	0.98437288449841389335
0.27000000000000000001	5.91782858563262086516	0.92137276010425965100
0.28000000000000000000	5.86439178163961557719	0.86827134259033148103
0.28999999999999999999	5.83248762341767837663	0.82531062015209070846
0.30000000000000000001	5.81407306969968577098	0.79009649267910157973
0.31000000000000000000	5.80756656267312363663	0.76584791507510032859
0.31999999999999999999	5.80069395730218501008	0.74784422908838807349
0.33000000000000000001	5.78071535906376662937	0.72326832196202679400
0.34000000000000000000	5.74910636678241327661	0.68971081985612257251
0.34999999999999999999	5.71341411682634022981	0.65348605421171136092
0.36000000000000000001	5.67913672892545098262	0.62026983858057509712
0.37000000000000000000	5.64856313888599924746	0.59285795584560459242
0.38000000000000000000	5.62226096116010841527	0.57254667022117391697
0.38999999999999999999	5.60006682439855787417	0.56005453357495204778
0.40000000000000000001	5.58073688902521112794	0.55473311155284675989
0.41000000000000000000	5.56051393799190080917	0.55195193485064929635
0.41999999999999999999	5.53247456946265505143	0.54152078068403372210
0.43000000000000000001	5.49079480591178063472	0.51511125846846134743
0.44000000000000000000	5.44109269449332566288	0.48279832873714249739
0.44999999999999999999	5.39862767326425690723	0.46521034798936419517
0.46000000000000000001	5.36929100716560463516	0.46666474387951718811
0.47000000000000000000	5.35532003889901658247	0.48796677449148540584
0.47999999999999999999	5.36693242162166437876	0.54395723723539417960
0.49000000000000000001	5.36223541706644626611	0.58402046571715909043
0.50000000000000000000	5.29696427478595992938	0.54946293478720020917
0.50999999999999999999	5.25309732951240980405	0.54908318392622161325
0.51999999999999999998	5.24885105809363349200	0.58993008364793661475
0.52999999999999999997	5.27514047540935571753	0.66790630577500557360
0.54000000000000000002	5.20745814829800084556	0.64266831798838853086
0.55000000000000000001	5.16818323161466300700	0.65444391823206818213
0.56000000000000000000	5.19673992564892905368	0.72829946119974863758
0.56999999999999999999	5.15961722446047753700	0.74051658060415479981
0.57999999999999999998	5.10745928308496218839	0.74455268903868661399
0.58999999999999999998	5.14499021224468304709	0.82327838002168116696
0.60000000000000000002	5.08408769138476696872	0.81875835491362874340
0.61000000000000000001	5.06143159663234149057	0.84820160591851262037
0.62000000000000000000	5.08834314650964308468	0.91556880684364664111
0.63000000000000000000	5.01442620292432386219	0.90752372813368158719
0.63999999999999999999	5.06213420851606638561	0.98750240383261136549
0.64999999999999999998	4.98112658931533827883	0.97610367128976176102
0.66000000000000000002	5.02204340616034023651	1.04800591425902625802
0.67000000000000000002	4.94947495646583066281	1.04575007242614758426
0.68000000000000000001	4.99163103121678380794	1.11633197016367902740
0.69000000000000000000	4.91653547045239455726	1.11487289954123966484
0.69999999999999999999	4.96698814866975071588	1.18854693412173448275
0.70999999999999999998	4.88759654495465689248	1.18603616827176744938
0.72000000000000000003	4.91809330910024591985	1.24490791812701578575
0.73000000000000000002	4.87913731210744240976	1.26665080999103935771
0.74000000000000000001	4.85131737316849190669	1.29593425861180547992
0.75000000000000000000	4.89740555604017326237	1.36252887653573235877
0.75999999999999999999	4.82436538133386557834	1.36805193832073821228
0.76999999999999999998	4.82080344223103584352	1.40818108071477517433
0.77999999999999999997	4.85990261619250052665	1.46948125291060416645
0.79000000000000000002	4.79262507020963140656	1.47995911542661652451
0.80000000000000000001	4.77583706988171473188	1.51509664545593329438
0.81000000000000000000	4.81391755797930750646	1.57264318774039377972
0.81999999999999999999	4.79782833275718014312	1.60713278342894654960
0.82999999999999999998	4.74500796978167565382	1.62819780214588405800
0.83999999999999999998	4.73351487351005580225	1.66573713712620931728
0.85000000000000000002	4.75507714748514629570	1.71462721711371464633
0.86000000000000000001	4.77820538392744205815	1.76613746117052587822
0.87000000000000000000	4.74611773097336225825	1.79470293920472722239
0.88000000000000000000	4.70674842056245927103	1.82307526454163963442
0.88999999999999999999	4.68817708938061745126	1.85948224089325533177
0.89999999999999999998	4.68177988128367156447	1.89947465740002972281
0.91000000000000000002	4.68382701262924891657	1.94184631019570765433
0.92000000000000000002	4.69263535390926491645	1.98642327708590431940
0.93000000000000000001	4.70292376882783542957	2.03196365843483675020
0.94000000000000000000	4.70906621409743045758	2.07658059058078076574
0.94999999999999999999	4.70981128892548779738	2.11959801018527602113
0.95999999999999999998	4.70698660374218716016	2.16156933499064744081
0.97000000000000000003	4.70253086576421396427	2.20319643485496954090
0.98000000000000000002	4.69705873831895357341	2.24473490498450002129
0.99000000000000000001	4.68958144805718835785	2.28592964851994384016
1.00000000000000000000	4.67799376312122847012	2.32628641842912197942
