Atom	zElectronegativity	zElectronegativityFromH	zElectronegativityFromO	zMass	zValence	zRadius01	zRadius02	zRadius03	zRadius04	zRadius05	zRadius06	zRadius07	zRadius08	zRadius09	zRadius10	zRadius11	zRadius12	zRadius13	zRadius14	zXensity	zMolDensity	zFilling	zPorosity	zBulkModulus	zShearModulus	zPoissonRatio	zThermalConductivity	zThermalExpansion	zSuperconducting	zOuterPrincipal	zOuterAzimuthal	zOuterNelectron	zOuterNnonquenched	zOuterRnonquenched	zOuterFillingnonquenched	zDebyeTemp	zHubbardU	zMMSusc
MolDensity	0.04219300000000000134	0.04692799999999999749	0.09400999999999999635	0.07159000000000000086	***	Min=	0.04219300000000000134	Ave=	0.06917227135678392924	Max=	0.09400999999999999635	StdDv=	0.02466955162102965268	Skew=	-0.00654555169096004020	Kurto=	1.02821081604742858850
Filling	0.11294800000000000673	0.12935499999999999776	0.05251499999999999918	0.06740500000000000658	***	Min=	0.05251499999999999918	Ave=	0.08676922110552763578	Max=	0.12935499999999999776	StdDv=	0.03464599957359615345	Skew=	0.08797026303799455882	Kurto=	1.11551453744808148905
BulkModulus	6.29999999999999982236	31.00000000000000000000	110.00000000000000000000	45.00000000000000000000	***	Min=	6.29999999999999982236	Ave=	63.83919597989950034389	Max=	110.00000000000000000000	StdDv=	46.37136279856095200103	Skew=	-0.08236115047528660971	Kurto=	1.14140875268907926454
ShearModulus	3.29999999999999982236	12.00000000000000000000	44.00000000000000000000	17.00000000000000000000	***	Min=	3.29999999999999982236	Ave=	25.62311557788944682557	Max=	44.00000000000000000000	StdDv=	18.38371489138545555875	Skew=	-0.05918902006107461256	Kurto=	1.11273522248155809500
PoissonRatio	0.00000000000000000000	0.33000000000000001554	0.32000000000000000666	0.28999999999999998002	***	Min=	0.28999999999999998002	Ave=	0.32288590604026845554	Max=	0.33000000000000001554	StdDv=	0.00605293228772321897	Skew=	-1.69003103282457711742	Kurto=	12.35702732246911494940
ThermalConductivity	140.00000000000000000000	8.00000000000000000000	22.00000000000000000000	160.00000000000000000000	***	Min=	8.00000000000000000000	Ave=	49.58793969849246252579	Max=	160.00000000000000000000	StdDv=	54.56240772694317087144	Skew=	1.05377089952571556530	Kurto=	2.17811853184346526646
ThermalExpansion	0.00006999999999999999	0.00001300000000000000	0.00000900000000000000	0.00002500000000000000	***	Min=	0.00000900000000000000	Ave=	0.00002547236180904522	Max=	0.00006999999999999999	StdDv=	0.00002588626049396777	Skew=	1.12435355442938722526	Kurto=	2.29368924012482988672
OuterPrincipal	3.00000000000000000000	6.00000000000000000000	3.00000000000000000000	3.00000000000000000000	***	Min=	3.00000000000000000000	Ave=	3.73869346733668272975	Max=	6.00000000000000000000	StdDv=	1.29244433664439051235	Skew=	1.17808792391000571875	Kurto=	2.38789115646258665038
OuterAzimuthal	0.00000100000000000000	0.00000100000000000000	1.00000000000000000000	0.00000100000000000000	***	Min=	0.00000100000000000000	Ave=	0.49246281909547734434	Max=	1.00000000000000000000	StdDv=	0.49994268008125847258	Skew=	0.03015418048844107496	Kurto=	1.00090927460092982137
DebyeTemp	158.00000000000000000000	119.00000000000000000000	420.00000000000000000000	400.00000000000000000000	***	Min=	119.00000000000000000000	Ave=	279.85427135678389731765	Max=	420.00000000000000000000	StdDv=	141.13546673034633727184	Skew=	-0.03786251161395599169	Kurto=	1.03914654962439345631
Coor	12.00000000000000000000	12.00000000000000000000	6.00000000000000000000	6.00000000000000000000	***	Min=	6.00000000000000000000	Ave=	8.98492462311557815724	Max=	12.00000000000000000000	StdDv=	2.99996212192950784114	Skew=	0.01005037815259194819	Kurto=	1.00010101010100949104
Radius	1.38999999999999990230	1.38010000000000010445	0.60499999999999998224	0.71999999999999997335	***	Min=	0.60499999999999998224	Ave=	0.99424572864321603127	Max=	1.38999999999999990230	StdDv=	0.38907818693301493562	Skew=	0.00795577391916725898	Kurto=	1.00291297422152370089
=================================================================================
55	...	55	...	Na0.500Bi0.470Sr0.020TiO2.975	...	Perovskites
OM	1.49497487437185938575
Atomname	Na	Bi	Sr	Ti
Content	0.50000000000000000000	0.46999999999999997335	0.02000000000000000042	1.00000000000000000000
ElectronegativityFromO	-2.50999999999999978684	-1.41999999999999992895	-2.49000000000000021316	-1.89999999999999991118	***	Min=	-2.50999999999999978684	Ave=	-1.94582914572864296154	Max=	-1.41999999999999992895	StdDv=	0.38640228334944159982	Skew=	-0.21407892406080855641	Kurto=	1.99142266181903115907
Mass	22.98976899999999901070	208.98040000000000304681	87.62000000000000454747	47.86699999999999732836	***	Min=	22.98976899999999901070	Ave=	80.06787562814069758588	Max=	208.98040000000000304681	StdDv=	72.56138802102837814800	Skew=	1.15818155206442940930	Kurto=	2.46858688905366285837
Valence	1.00000000000000000000	3.00000000000000000000	2.00000000000000000000	4.00000000000000000000	***	Min=	1.00000000000000000000	Ave=	2.98994974874371877149	Max=	4.00000000000000000000	StdDv=	1.23186319538663791029	Skew=	-0.78735621234599106888	Kurto=	1.94226131016677361352
Radius06	1.02000000000000001776	1.03000000000000002665	1.17999999999999993783	0.60499999999999998224	***	Min=	0.60499999999999998224	Ave=	0.81542713567839197886	Max=	1.17999999999999993783	StdDv=	0.21207563234968623833	Skew=	0.03031683052705681086	Kurto=	1.03988705824539406919
Xensity	0.96999999999999997335	9.80700000000000038369	2.64000000000000012434	4.50000000000000000000	***	Min=	0.96999999999999997335	Ave=	4.84778391959799037636	Max=	9.80700000000000038369	StdDv=	3.11392893231690726097	Skew=	0.46451532547250196092	Kurto=	2.12623268556008104824
MolDensity	0.04219300000000000134	0.04692799999999999749	0.03013000000000000053	0.09400999999999999635	***	Min=	0.03013000000000000053	Ave=	0.06922877386934674082	Max=	0.09400999999999999635	StdDv=	0.02500143219403410527	Skew=	-0.03441735251196873652	Kurto=	1.03823040317673553901
Filling	0.11294800000000000673	0.12935499999999999776	0.12487800000000000289	0.05251499999999999918	***	Min=	0.05251499999999999918	Ave=	0.08657457788944723787	Max=	0.12935499999999999776	StdDv=	0.03470879508777189454	Skew=	0.09114157954972156028	Kurto=	1.10970928756865672149
BulkModulus	6.29999999999999982236	31.00000000000000000000	0.00000000000000000000	110.00000000000000000000	***	Min=	6.29999999999999982236	Ave=	64.83248730964467654303	Max=	110.00000000000000000000	StdDv=	46.67149327669123692885	Skew=	-0.13143305465004492816	Kurto=	1.13905146148404390338
ShearModulus	3.29999999999999982236	12.00000000000000000000	6.09999999999999964473	44.00000000000000000000	***	Min=	3.29999999999999982236	Ave=	25.83517587939698501032	Max=	44.00000000000000000000	StdDv=	18.50751765887822841705	Skew=	-0.08931827085549000345	Kurto=	1.10535476415468325584
PoissonRatio	0.00000000000000000000	0.33000000000000001554	0.28000000000000002665	0.32000000000000000666	***	Min=	0.28000000000000002665	Ave=	0.32261744966442956750	Max=	0.33000000000000001554	StdDv=	0.00679478413802570187	Skew=	-2.94569874879834570081	Kurto=	21.22695681142177548395
ThermalConductivity	140.00000000000000000000	8.00000000000000000000	35.00000000000000000000	22.00000000000000000000	***	Min=	8.00000000000000000000	Ave=	48.47236180904523195068	Max=	140.00000000000000000000	StdDv=	53.34506980322835545394	Skew=	1.10437055447746534931	Kurto=	2.28622186562945861610
ThermalExpansion	0.00006999999999999999	0.00001300000000000000	0.00002300000000000000	0.00000900000000000000	***	Min=	0.00000900000000000000	Ave=	0.00002541206030150754	Max=	0.00006999999999999999	StdDv=	0.00002590979821407050	Skew=	1.12680400891902543492	Kurto=	2.29692629282545057734
OuterPrincipal	3.00000000000000000000	6.00000000000000000000	4.00000000000000000000	3.00000000000000000000	***	Min=	3.00000000000000000000	Ave=	3.71859296482412071683	Max=	6.00000000000000000000	StdDv=	1.27251818960087126342	Skew=	1.22538204968730624067	Kurto=	2.51673091654247427229
OuterAzimuthal	0.00000100000000000000	0.00000100000000000000	1.00000000000000000000	1.00000000000000000000	***	Min=	0.00000100000000000000	Ave=	0.51256330150753759423	Max=	1.00000000000000000000	StdDv=	0.49984165094410865082	Skew=	-0.05026712553389119792	Kurto=	1.00252678390944049980
DebyeTemp	158.00000000000000000000	119.00000000000000000000	147.00000000000000000000	420.00000000000000000000	***	Min=	119.00000000000000000000	Ave=	280.33668341708545312940	Max=	420.00000000000000000000	StdDv=	141.02714450948002422592	Skew=	-0.03805250446719418006	Kurto=	1.03820611508718307903
Coor	12.00000000000000000000	12.00000000000000000000	12.00000000000000000000	6.00000000000000000000	***	Min=	6.00000000000000000000	Ave=	8.98492462311557993360	Max=	12.00000000000000000000	StdDv=	2.99996212192950739706	Skew=	0.01005037815259000877	Kurto=	1.00010101010100993513
Radius	1.38999999999999990230	1.38010000000000010445	1.43999999999999994671	0.60499999999999998224	***	Min=	0.60499999999999998224	Ave=	0.99369195979899482829	Max=	1.43999999999999994671	StdDv=	0.39070323137994650287	Skew=	0.01089122230569867025	Kurto=	1.00130999874171178199
=================================================================================
56	...	56	...	Na0.500Bi0.490Ti0.990Mg0.010O2.975	...	Perovskites
OM	1.49497487437185938575
Atomname	Na	Bi	Ti	Mg
Content	0.50000000000000000000	0.48999999999999999112	0.98999999999999999112	0.01000000000000000021
ElectronegativityFromO	-2.50999999999999978684	-1.41999999999999992895	-1.89999999999999991118	-2.12999999999999989342	***	Min=	-2.50999999999999978684	Ave=	-1.93623115577889448602	Max=	-1.41999999999999992895	StdDv=	0.38623471244784457479	Skew=	-0.23600831405322786338	Kurto=	2.00981820441099356955
Mass	22.98976899999999901070	208.98040000000000304681	47.86699999999999732836	24.30499999999999971578	***	Min=	22.98976899999999901070	Ave=	81.16917613065326975175	Max=	208.98040000000000304681	StdDv=	73.76180263964829464385	Skew=	1.10964241745272551576	Kurto=	2.33938324471391068116
Valence	1.00000000000000000000	3.00000000000000000000	4.00000000000000000000	2.00000000000000000000	***	Min=	1.00000000000000000000	Ave=	2.98994974874371832740	Max=	4.00000000000000000000	StdDv=	1.22777712997591570421	Skew=	-0.79540713741794477620	Kurto=	1.96382070187511637016
Radius06	1.02000000000000001776	1.03000000000000002665	0.60499999999999998224	0.71999999999999997335	***	Min=	0.60499999999999998224	Ave=	0.81449748743718586308	Max=	1.03000000000000002665	StdDv=	0.20958381526689445762	Skew=	0.00721499049334031577	Kurto=	1.00437154569929742998
Xensity	0.96999999999999997335	9.80700000000000038369	4.50000000000000000000	1.73999999999999999112	***	Min=	0.96999999999999997335	Ave=	4.90594472361809064154	Max=	9.80700000000000038369	StdDv=	3.15266288369864522423	Skew=	0.43001616936946518432	Kurto=	2.05373778964841946504
MolDensity	0.04219300000000000134	0.04692799999999999749	0.09400999999999999635	0.07159000000000000086	***	Min=	0.04219300000000000134	Ave=	0.06928493467336682698	Max=	0.09400999999999999635	StdDv=	0.02473145313912259238	Skew=	-0.01507752921253860574	Kurto=	1.02321699860973569507
Filling	0.11294800000000000673	0.12935499999999999776	0.05251499999999999918	0.06740500000000000658	***	Min=	0.05251499999999999918	Ave=	0.08669439698492462099	Max=	0.12935499999999999776	StdDv=	0.03470376983255776815	Skew=	0.09004056753213857123	Kurto=	1.11313650183191592546
BulkModulus	6.29999999999999982236	31.00000000000000000000	110.00000000000000000000	45.00000000000000000000	***	Min=	6.29999999999999982236	Ave=	64.16582914572865092850	Max=	110.00000000000000000000	StdDv=	46.46633988061096687261	Skew=	-0.09768431255660862955	Kurto=	1.13931384050427042531
ShearModulus	3.29999999999999982236	12.00000000000000000000	44.00000000000000000000	17.00000000000000000000	***	Min=	3.29999999999999982236	Ave=	25.75879396984925051584	Max=	44.00000000000000000000	StdDv=	18.41917316966301498837	Skew=	-0.07544048487681652426	Kurto=	1.11082654363717381329
PoissonRatio	0.00000000000000000000	0.33000000000000001554	0.32000000000000000666	0.28999999999999998002	***	Min=	0.28999999999999998002	Ave=	0.32308724832214769096	Max=	0.33000000000000001554	StdDv=	0.00542172226271697352	Skew=	-0.96644087294127545285	Kurto=	10.24803367918741869858
ThermalConductivity	140.00000000000000000000	8.00000000000000000000	22.00000000000000000000	160.00000000000000000000	***	Min=	8.00000000000000000000	Ave=	48.89447236180904354796	Max=	160.00000000000000000000	StdDv=	54.02906271338066801491	Skew=	1.08023919433862247708	Kurto=	2.23257792697087698031
ThermalExpansion	0.00006999999999999999	0.00001300000000000000	0.00000900000000000000	0.00002500000000000000	***	Min=	0.00000900000000000000	Ave=	0.00002539195979899498	Max=	0.00006999999999999999	StdDv=	0.00002591243731718374	Skew=	1.12896719227783481898	Kurto=	2.29920974688121804164
OuterPrincipal	3.00000000000000000000	6.00000000000000000000	3.00000000000000000000	3.00000000000000000000	***	Min=	3.00000000000000000000	Ave=	3.73869346733668317384	Max=	6.00000000000000000000	StdDv=	1.29244433664439051235	Skew=	1.17808792391000527466	Kurto=	2.38789115646258576220
OuterAzimuthal	0.00000100000000000000	0.00000100000000000000	1.00000000000000000000	0.00000100000000000000	***	Min=	0.00000100000000000000	Ave=	0.49748793969849247620	Max=	1.00000000000000000000	StdDv=	0.49999318699456424264	Skew=	0.01005037815259209218	Kurto=	1.00010101010101037922
DebyeTemp	158.00000000000000000000	119.00000000000000000000	420.00000000000000000000	400.00000000000000000000	***	Min=	119.00000000000000000000	Ave=	279.95477386934675223529	Max=	420.00000000000000000000	StdDv=	141.22807728597592813458	Skew=	-0.03810641789886532599	Kurto=	1.03876975226360057647
Coor	12.00000000000000000000	12.00000000000000000000	6.00000000000000000000	6.00000000000000000000	***	Min=	6.00000000000000000000	Ave=	8.98492462311557815724	Max=	12.00000000000000000000	StdDv=	2.99996212192950739706	Skew=	0.01005037815259209218	Kurto=	1.00010101010101037922
Radius	1.38999999999999990230	1.38010000000000010445	0.60499999999999998224	0.71999999999999997335	***	Min=	0.60499999999999998224	Ave=	0.99366783919598000718	Max=	1.38999999999999990230	StdDv=	0.38957018148514149791	Skew=	0.00911641124159309410	Kurto=	1.00167134158821369283
=================================================================================
57	...	57	...	Na0.500Bi0.490TiO2.985	...	Perovskites
OM	1.50000000000000000000
Atomname	Na	Bi	Ti
Content	0.50000000000000000000	0.48999999999999999112	1.00000000000000000000
ElectronegativityFromO	-2.50999999999999978684	-1.41999999999999992895	-1.89999999999999991118	***	Min=	-2.50999999999999978684	Ave=	-1.93507537688442199375	Max=	-1.41999999999999992895	StdDv=	0.38599720017045557885	Skew=	-0.24478722746618206130	Kurto=	2.01732882317744577350
Mass	22.98976899999999901070	208.98040000000000304681	47.86699999999999732836	***	Min=	22.98976899999999901070	Ave=	81.28757814070351628288	Max=	208.98040000000000304681	StdDv=	73.68930473459363383881	Skew=	1.10994573755701853024	Kurto=	2.33988157655539641411
Valence	1.00000000000000000000	3.00000000000000000000	4.00000000000000000000	***	Min=	1.00000000000000000000	Ave=	3.00000000000000000000	Max=	4.00000000000000000000	StdDv=	1.22781826360508716789	Skew=	-0.81445278152470756972	Kurto=	1.98999999999999932498
Radius06	1.02000000000000001776	1.03000000000000002665	0.60499999999999998224	***	Min=	0.60499999999999998224	Ave=	0.81391959798994972797	Max=	1.03000000000000002665	StdDv=	0.21000170750164684486	Skew=	0.01089637187171175331	Kurto=	1.00124630206336973082
Xensity	0.96999999999999997335	9.80700000000000038369	4.50000000000000000000	***	Min=	0.96999999999999997335	Ave=	4.91981407035175877240	Max=	9.80700000000000038369	StdDv=	3.14476567111671867494	Skew=	0.42514946999776837000	Kurto=	2.06166789554248808258
MolDensity	0.04219300000000000134	0.04692799999999999749	0.09400999999999999635	***	Min=	0.04219300000000000134	Ave=	0.06939759798994975248	Max=	0.09400999999999999635	StdDv=	0.02479268814624141851	Skew=	-0.02361874540123276578	Kurto=	1.01842105302653829213
Filling	0.11294800000000000673	0.12935499999999999776	0.05251499999999999918	***	Min=	0.05251499999999999918	Ave=	0.08661957286432160619	Max=	0.12935499999999999776	StdDv=	0.03476128302336696507	Skew=	0.09213361112131150665	Kurto=	1.11077395461923522646
BulkModulus	6.29999999999999982236	31.00000000000000000000	110.00000000000000000000	***	Min=	6.29999999999999982236	Ave=	64.49246231155778730226	Max=	110.00000000000000000000	StdDv=	46.55883178898621110875	Skew=	-0.11300547787889661522	Kurto=	1.13773858000424166192
ShearModulus	3.29999999999999982236	12.00000000000000000000	44.00000000000000000000	***	Min=	3.29999999999999982236	Ave=	25.89447236180904710068	Max=	44.00000000000000000000	StdDv=	18.45356578139387693227	Skew=	-0.09168617078702084866	Kurto=	1.10948335582931600918
PoissonRatio	0.00000000000000000000	0.33000000000000001554	0.32000000000000000666	***	Min=	0.32000000000000000666	Ave=	0.32328859060402687087	Max=	0.33000000000000001554	StdDv=	0.00469798657718121203	Skew=	0.72857142857141865555	Kurto=	1.53081632653060273341
ThermalConductivity	140.00000000000000000000	8.00000000000000000000	22.00000000000000000000	***	Min=	8.00000000000000000000	Ave=	48.20100502512563167556	Max=	140.00000000000000000000	StdDv=	53.48140896159677026844	Skew=	1.10697279862565833852	Kurto=	2.28856559696969785733
ThermalExpansion	0.00006999999999999999	0.00001300000000000000	0.00000900000000000000	***	Min=	0.00000900000000000000	Ave=	0.00002531155778894472	Max=	0.00006999999999999999	StdDv=	0.00002593833849933254	Skew=	1.13361950053226934187	Kurto=	2.30483936136157385732
OuterPrincipal	3.00000000000000000000	6.00000000000000000000	3.00000000000000000000	***	Min=	3.00000000000000000000	Ave=	3.73869346733668317384	Max=	6.00000000000000000000	StdDv=	1.29244433664439051235	Skew=	1.17808792391000527466	Kurto=	2.38789115646258576220
OuterAzimuthal	0.00000100000000000000	0.00000100000000000000	1.00000000000000000000	***	Min=	0.00000100000000000000	Ave=	0.50251306030150755255	Max=	1.00000000000000000000	StdDv=	0.49999318699456424264	Skew=	-0.01005037815259223963	Kurto=	1.00010101010101037922
DebyeTemp	158.00000000000000000000	119.00000000000000000000	420.00000000000000000000	***	Min=	119.00000000000000000000	Ave=	280.05527638190949346608	Max=	420.00000000000000000000	StdDv=	141.32055567780795968247	Skew=	-0.03835496076236175750	Kurto=	1.03838922703790581537
Coor	12.00000000000000000000	12.00000000000000000000	6.00000000000000000000	***	Min=	6.00000000000000000000	Ave=	8.98492462311557815724	Max=	12.00000000000000000000	StdDv=	2.99996212192950739706	Skew=	0.01005037815259207309	Kurto=	1.00010101010101060126
Radius	1.38999999999999990230	1.38010000000000010445	0.60499999999999998224	***	Min=	0.60499999999999998224	Ave=	0.99308994974874365003	Max=	1.38999999999999990230	StdDv=	0.39006069930874043283	Skew=	0.01029067938308782411	Kurto=	1.00042618475012368151
=================================================================================
58	...	58	...	Ba2.000In1.750Ce0.250O5.125	...	Perovskite-related,brownmillerites
OM	1.28125000000000000000
Atomname	Ba	In	Ce
Content	2.00000000000000000000	1.75000000000000000000	0.25000000000000000000
ElectronegativityFromO	-2.54999999999999982236	-1.65999999999999992006	-2.31999999999999984013	***	Min=	-2.54999999999999982236	Ave=	-2.14624999999999976907	Max=	-1.65999999999999992006	StdDv=	0.43224522842941820455	Skew=	0.21127589643999450386	Kurto=	1.08289974417636813975
Mass	137.32699999999999818101	114.81799999999999783995	140.11600000000001386979	***	Min=	114.81799999999999783995	Ave=	127.65362500000000522959	Max=	140.11600000000001386979	StdDv=	11.33902868897398263925	Skew=	-0.24118654518285659316	Kurto=	1.07439483093456478180
Valence	2.00000000000000000000	3.00000000000000000000	3.00000000000000000000	***	Min=	2.00000000000000000000	Ave=	2.50000000000000000000	Max=	3.00000000000000000000	StdDv=	0.50000000000000000000	Skew=	0.00000000000000000000	Kurto=	1.00000000000000000000
Radius06	1.35000000000000008882	0.80000000000000004441	1.01000000000000000888	***	Min=	0.80000000000000004441	Ave=	1.08812500000000023093	Max=	1.35000000000000008882	StdDv=	0.26643992639054681071	Skew=	-0.08008936013476652960	Kurto=	1.06534669524367631155
Xensity	3.62000000000000010658	7.30999999999999960920	6.76999999999999957367	***	Min=	3.62000000000000010658	Ave=	5.43124999999999946709	Max=	7.30999999999999960920	StdDv=	1.81564683721807496042	Skew=	0.01339804719263906416	Kurto=	1.01521442947586759686
MolDensity	0.02636000000000000149	0.06366600000000000037	0.04831699999999999884	***	Min=	0.02636000000000000149	Ave=	0.04405368749999999389	Max=	0.06366600000000000037	StdDv=	0.01805409936731388817	Skew=	0.09101093983631934614	Kurto=	1.07069047260280703071
Filling	0.16360399999999999943	0.08222699999999999454	0.12557499999999999218	***	Min=	0.08222699999999999454	Ave=	0.12562475000000000724	Max=	0.16360399999999999943	StdDv=	0.03930882761464020436	Skew=	-0.13775996611022431337	Kurto=	1.08566751735268463008
BulkModulus	9.40000000000000035527	0.00000000000000000000	22.00000000000000000000	***	Min=	9.40000000000000035527	Ave=	10.80000000000000071054	Max=	22.00000000000000000000	StdDv=	3.95979797464466631851	Skew=	2.47487373415291589396	Kurto=	7.12499999999999822364
ShearModulus	4.90000000000000035527	0.00000000000000000000	14.00000000000000000000	***	Min=	4.90000000000000035527	Ave=	5.91111111111111142691	Max=	14.00000000000000000000	StdDv=	2.85985409279892532908	Skew=	2.47487373415291678214	Kurto=	7.12500000000000177636
PoissonRatio	0.00000000000000000000	0.00000000000000000000	0.23999999999999999112	***	Min=	0.23999999999999999112	Ave=	0.23999999999999999112	Max=	0.23999999999999999112	StdDv=	0.00000000000000000000	Skew=	0.00000000000000000000	Kurto=	100000000000000000.00000000000000000000
ThermalConductivity	18.00000000000000000000	82.00000000000000000000	11.00000000000000000000	***	Min=	11.00000000000000000000	Ave=	45.56250000000000000000	Max=	82.00000000000000000000	StdDv=	32.17718281251483603000	Skew=	0.24359122445731512530	Kurto=	1.07179940058781975054
ThermalExpansion	0.00002100000000000000	0.00003200000000000000	0.00000600000000000000	***	Min=	0.00000600000000000000	Ave=	0.00002487500000000000	Max=	0.00003200000000000000	StdDv=	0.00000721001907070987	Skew=	-0.77674074710705731661	Kurto=	3.39444412372687587265
OuterPrincipal	5.00000000000000000000	4.00000000000000000000	4.00000000000000000000	***	Min=	4.00000000000000000000	Ave=	4.50000000000000000000	Max=	5.00000000000000000000	StdDv=	0.50000000000000000000	Skew=	0.00000000000000000000	Kurto=	1.00000000000000000000
OuterAzimuthal	1.00000000000000000000	2.00000000000000000000	3.00000000000000000000	***	Min=	1.00000000000000000000	Ave=	1.56250000000000000000	Max=	3.00000000000000000000	StdDv=	0.60917464655056019485	Skew=	0.58966755814578331041	Kurto=	2.41783933518005555996
DebyeTemp	110.00000000000000000000	108.00000000000000000000	200.00000000000000000000	***	Min=	108.00000000000000000000	Ave=	114.75000000000000000000	Max=	200.00000000000000000000	StdDv=	22.03264623235257246847	Skew=	3.60286495149306773556	Kurto=	14.01341131724512223400
Coor	7.00000000000000000000	5.00000000000000000000	5.00000000000000000000	***	Min=	5.00000000000000000000	Ave=	6.00000000000000000000	Max=	7.00000000000000000000	StdDv=	1.00000000000000000000	Skew=	0.00000000000000000000	Kurto=	1.00000000000000000000
Radius	1.37999999999999989342	0.71399999999999996803	0.95840000000000002967	***	Min=	0.71399999999999996803	Ave=	1.06227499999999985825	Max=	1.37999999999999989342	StdDv=	0.32282461860118411012	Skew=	-0.07474992320018698788	Kurto=	1.06247025924715932099
=================================================================================
59	...	59	...	Ba3.000In2.000ZrO8.000	...	Perovskite-related,brownmillerites
OM	1.33333333333333325932
Atomname	Ba	In	Zr
Content	3.00000000000000000000	2.00000000000000000000	1.00000000000000000000
ElectronegativityFromO	-2.54999999999999982236	-1.65999999999999992006	-2.10999999999999987566	***	Min=	-2.54999999999999982236	Ave=	-2.17999999999999971578	Max=	-1.65999999999999992006	StdDv=	0.39924929555354254918	Skew=	0.33940737552350846995	Kurto=	1.32817938662707812902
Mass	137.32699999999999818101	114.81799999999999783995	91.22400000000000375167	***	Min=	91.22400000000000375167	Ave=	122.14016666666667276786	Max=	137.32699999999999818101	StdDv=	17.10242346780777467075	Skew=	-0.66059237947841997762	Kurto=	2.10184770883498428518
Valence	2.00000000000000000000	3.00000000000000000000	4.00000000000000000000	***	Min=	2.00000000000000000000	Ave=	2.66666666666666651864	Max=	4.00000000000000000000	StdDv=	0.74535599249992989801	Skew=	0.62609903369994179823	Kurto=	2.04000000000000047962
Radius06	1.35000000000000008882	0.80000000000000004441	0.71999999999999997335	***	Min=	0.71999999999999997335	Ave=	1.06166666666666675845	Max=	1.35000000000000008882	StdDv=	0.28956384826532166610	Skew=	-0.02611601906958493924	Kurto=	1.03689116167269457236
Xensity	3.62000000000000010658	7.30999999999999960920	6.51999999999999957367	***	Min=	3.62000000000000010658	Ave=	5.33333333333333303727	Max=	7.30999999999999960920	StdDv=	1.73345191902041362297	Skew=	0.06492311429525339517	Kurto=	1.07738443026226971000
MolDensity	0.02636000000000000149	0.06366600000000000037	0.07147199999999999387	***	Min=	0.02636000000000000149	Ave=	0.04631400000000000100	Max=	0.07147199999999999387	StdDv=	0.02012293517357743519	Skew=	0.05190036256796933672	Kurto=	1.07489547002737650949
Filling	0.16360399999999999943	0.08222699999999999454	0.06729400000000000659	***	Min=	0.06729400000000000659	Ave=	0.12042666666666666797	Max=	0.16360399999999999943	StdDv=	0.04346330957511430199	Skew=	-0.04059165302532715541	Kurto=	1.05808949933102813823
BulkModulus	9.40000000000000035527	0.00000000000000000000	0.00000000000000000000	***	Min=	9.40000000000000035527	Ave=	9.40000000000000035527	Max=	9.40000000000000035527	StdDv=	0.00000000000000000000	Skew=	0.00000000000000000000	Kurto=	100000000000000000.00000000000000000000
ShearModulus	4.90000000000000035527	0.00000000000000000000	33.00000000000000000000	***	Min=	4.90000000000000035527	Ave=	11.92500000000000071054	Max=	33.00000000000000000000	StdDv=	12.16765692317136249301	Skew=	1.15470053837925168416	Kurto=	2.33333333333333392545
PoissonRatio	0.00000000000000000000	0.00000000000000000000	0.34000000000000002442	***	Min=	0.34000000000000002442	Ave=	0.34000000000000002442	Max=	0.34000000000000002442	StdDv=	0.00000000000000000000	Skew=	0.00000000000000000000	Kurto=	100000000000000000.00000000000000000000
ThermalConductivity	18.00000000000000000000	82.00000000000000000000	23.00000000000000000000	***	Min=	18.00000000000000000000	Ave=	40.16666666666666429819	Max=	82.00000000000000000000	StdDv=	29.63340832386461798365	Skew=	0.69610021439916236474	Kurto=	1.49917767911573807105
ThermalExpansion	0.00002100000000000000	0.00003200000000000000	0.00000600000000000000	***	Min=	0.00000600000000000000	Ave=	0.00002216666666666667	Max=	0.00003200000000000000	StdDv=	0.00000874483974822994	Skew=	-0.58030867654778683917	Kurto=	2.47990218773984816281
OuterPrincipal	5.00000000000000000000	4.00000000000000000000	4.00000000000000000000	***	Min=	4.00000000000000000000	Ave=	4.50000000000000000000	Max=	5.00000000000000000000	StdDv=	0.50000000000000000000	Skew=	0.00000000000000000000	Kurto=	1.00000000000000000000
OuterAzimuthal	1.00000000000000000000	2.00000000000000000000	1.00000000000000000000	***	Min=	1.00000000000000000000	Ave=	1.33333333333333325932	Max=	2.00000000000000000000	StdDv=	0.47140452079103167815	Skew=	0.70710678118654790580	Kurto=	1.50000000000000022204
DebyeTemp	110.00000000000000000000	108.00000000000000000000	291.00000000000000000000	***	Min=	108.00000000000000000000	Ave=	139.50000000000000000000	Max=	291.00000000000000000000	StdDv=	67.75876327088622019801	Skew=	1.78815207358744387989	Kurto=	4.19874741316924904311
Coor	7.00000000000000000000	5.00000000000000000000	5.00000000000000000000	***	Min=	5.00000000000000000000	Ave=	6.00000000000000000000	Max=	7.00000000000000000000	StdDv=	1.00000000000000000000	Skew=	0.00000000000000000000	Kurto=	1.00000000000000000000
Radius	1.37999999999999989342	0.71399999999999996803	0.66000000000000003109	***	Min=	0.66000000000000003109	Ave=	1.03800000000000003375	Max=	1.37999999999999989342	StdDv=	0.34247335662792799393	Skew=	-0.00842102851138267459	Kurto=	1.01161441958426201460
=================================================================================
60	...	60	...	Ba3.000In2.000CeO8.000	...	Perovskite-related,brownmillerites
OM	1.33333333333333325932
Atomname	Ba	In	Ce
