CompositionName	OM	MinElectronegativityFromO	AveElectronegativityFromO	MaxElectronegativityFromO	StdDvElectronegativityFromO	SkewElectronegativityFromO	KurtoElectronegativityFromO	MinMass	AveMass	MaxMass	StdDvMass	SkewMass	KurtoMass	MinValence	AveValence	MaxValence	StdDvValence	SkewValence	KurtoValence	MinRadius06	AveRadius06	MaxRadius06	StdDvRadius06	SkewRadius06	KurtoRadius06	MinXensity	AveXensity	MaxXensity	StdDvXensity	SkewXensity	KurtoXensity	MinMolDensity	AveMolDensity	MaxMolDensity	StdDvMolDensity	SkewMolDensity	KurtoMolDensity	MinFilling	AveFilling	MaxFilling	StdDvFilling	SkewFilling	KurtoFilling	MinBulkModulus	AveBulkModulus	MaxBulkModulus	StdDvBulkModulus	SkewBulkModulus	KurtoBulkModulus	MinShearModulus	AveShearModulus	MaxShearModulus	StdDvShearModulus	SkewShearModulus	KurtoShearModulus	MinPoissonRatio	AvePoissonRatio	MaxPoissonRatio	StdDvPoissonRatio	SkewPoissonRatio	KurtoPoissonRatio	MinThermalConductivity	AveThermalConductivity	MaxThermalConductivity	StdDvThermalConductivity	SkewThermalConductivity	KurtoThermalConductivity	MinThermalExpansion	AveThermalExpansion	MaxThermalExpansion	StdDvThermalExpansion	SkewThermalExpansion	KurtoThermalExpansion	MinOuterPrincipal	AveOuterPrincipal	MaxOuterPrincipal	StdDvOuterPrincipal	SkewOuterPrincipal	KurtoOuterPrincipal	MinOuterAzimuthal	AveOuterAzimuthal	MaxOuterAzimuthal	StdDvOuterAzimuthal	SkewOuterAzimuthal	KurtoOuterAzimuthal	MinDebyeTemp	AveDebyeTemp	MaxDebyeTemp	StdDvDebyeTemp	SkewDebyeTemp	KurtoDebyeTemp	MinCoor	AveCoor	MaxCoor	StdDvCoor	SkewCoor	KurtoCoor	MinRadius	AveRadius	MaxRadius	StdDvRadius	SkewRadius	KurtoRadius	Ea	Log10A
Ba2.000In1.900P0.100O5.100	1.275	-2.55	-2.09475	-1.25	0.4596139	0.071332716	1.146824014	30.973762	123.976394	137.327	18.57949852	-3.00700268	15.85720247	2	2.55	5	0.630476011	1.307786955	6.113563546	0.38	1.0645	1.35	0.292745196	-0.206150293	1.516120509	1.82	5.32775	7.31	1.905842973	0.018845796	1.165104382	0.02636	0.044890325	0.063666	0.018545749	0.004587939	1.005154271	0.008133	0.12106315	0.163604	0.044046675	-0.296468872	1.802378745	9.4	9.476190476	11	0.340734168	4.248529157	19.05	4.9	4.9	4.9	0	0	1E+17	1E+17	#NAME?	-1E+17	#NAME?	0	1E+17	0.236	47.9559	82	32.49820068	0.075312488	1.049224508	0.000021	2.6359E-05	0.000032	5.49819E-06	0.051298918	1.002631579	2	4.45	5	0.630476011	-1.307786955	6.113563546	1	1.475	2	0.499374609	0.100125235	1.010025063	108	109.025641	110	0.999671215	-0.051298918	1.002631579	5	6	7	1	2.082E-17	1	0.29	1.0364	1.38	0.349757973	-0.140945159	1.32714324	1021.702182	5.779554375
Ba2.000In1.800P0.200O5.200	1.3	-2.55	-2.0845	-1.25	0.473555435	0.122837495	1.23956096	30.973762	121.8802881	137.327	23.55725875	-2.744461946	11.18401501	2	2.6	5	0.734846923	1.54227132	5.950617284	0.38	1.054	1.35	0.3091181	-0.328941906	1.755603732	1.82	5.1905	7.31	1.955191743	0.057977569	1.271129493	0.02636	0.04476765	0.063666	0.018437058	0.008868796	1.010153897	0.008133	0.1192108	0.163604	0.047093552	-0.455221743	2.113485243	9.4	9.545454545	11	0.45996766	2.846049894	9.1	4.9	4.9	4.9	0	0	1E+17	1E+17	#NAME?	-1E+17	#NAME?	0	1E+17	0.236	45.9118	82	32.86197507	0.155339109	1.101319394	0.000021	2.62105E-05	0.000032	5.49238E-06	0.105409255	1.011111111	2	4.4	5	0.734846923	-1.54227132	5.950617284	1	1.45	2	0.497493719	0.201007563	1.04040404	108	109.0526316	110	0.998613998	-0.105409255	1.011111111	5	6	7	1	-1.388E-17	1	0.29	1.0258	1.38	0.365441596	-0.232368014	1.501479209	851.7823631	4.976244887
Ba2.000In1.700P0.300O5.300	1.325	-2.55	-2.07425	-1.25	0.486882365	0.159165862	1.294555657	30.973762	119.7841822	137.327	27.49370462	-2.400478283	8.248850715	2	2.65	5	0.823103882	1.531866921	5.191609591	0.38	1.0435	1.35	0.32432661	-0.400009957	1.84753872	1.82	5.05325	7.31	1.993899932	0.110711659	1.34949971	0.02636	0.044644975	0.063666	0.018326902	0.01282264	1.014960225	0.008133	0.11735845	0.163604	0.049886204	-0.537320457	2.197382175	9.4	9.608695652	11	0.538849857	2.194690563	5.816666667	4.9	4.9	4.9	0	0	1E+17	1E+17	#NAME?	-1E+17	#NAME?	0	1E+17	0.236	43.8677	82	33.09575613	0.239465144	1.162141336	0.000021	2.60541E-05	0.000032	5.48189E-06	0.162697843	1.026470588	2	4.35	5	0.823103882	-1.531866921	5.191609591	1	1.425	2	0.494342998	0.303433042	1.092071611	108	109.0810811	110	0.996707509	-0.162697843	1.026470588	5	6	7	1	1.388E-17	1	0.29	1.0152	1.38	0.38018385	-0.290148599	1.584210817	710.6179993	4.086774239
Pr1.900Ni0.710Cu0.240Ga0.050O4.000	1.379310345	-2.31	-2.043586207	-1.53	0.367446315	0.656434033	1.435104699	58.6934	113.1496752	140.90766	38.30132604	-0.659169234	1.442502078	2	2.672413793	3	0.46933302	-0.734718358	1.539811066	0.62	0.888655172	0.99	0.140422706	-0.68699208	1.524248042	5.91	7.4586	8.933	1.02424743	0.687701332	1.571907751	0.048046	0.081748276	0.15184	0.047260177	0.720693958	1.552637281	0.05096	0.120147976	0.137949	0.010996114	-3.918177076	27.61094161	29	75.96491228	180	67.17219687	0.770615242	1.662281726	15	32.9754386	76	26.37375277	0.886047557	1.917106631	0.28	0.292526316	0.34	0.019247333	1.266248478	3.405529963	13	64.4	400	106.0502743	2.551297528	8.336874505	0.000007	1.12448E-05	0.00012	1.48063E-05	6.822380879	50.1928181	3	3.655172414	4	0.475312026	-0.652928625	1.426315789	2	2.655172414	3	0.475312026	-0.652928625	1.426315789	200	275.1103448	450	107.7068574	0.847931112	1.870466614	6	7.965517241	9	1.425936078	-0.652928625	1.426315789	0.62	1.012482759	1.179	0.22997228	-0.665442426	1.461397576	1197.183703	8.038061345
NdBaInO4.000	1.333333333	-2.55	-2.17	-1.66	0.374788829	0.478560898	1.5	114.818	132.129	144.242	12.56204195	-0.549831264	1.5	2	2.666666667	3	0.471404521	-0.707106781	1.5	0.8	1.044333333	1.35	0.228686588	0.383005741	1.5	3.62	5.98	7.31	1.673260291	-0.690097342	1.5	0.02636	0.046208333	0.063666	0.015323639	-0.23022025	1.5	0.082227	0.120759	0.163604	0.03336171	0.191759223	1.5	9.4	20.7	32	11.3	1.6653E-16	1	4.9	10.45	16	5.55	4.996E-16	1	0.28	0.28	0.28	0	0	1E+17	17	39	82	30.40833219	0.706533288	1.5	0.00001	0.000021	0.000032	8.98146E-06	2.9606E-16	1.5	4	4.333333333	5	0.471404521	0.707106781	1.5	1	2	3	0.816496581	0	1.5	108	139.3333333	200	42.90558109	0.70595462	1.5	6	6.333333333	7	0.471404521	0.707106781	1.5	0.8	1.054333333	1.38	0.242096858	0.416391302	1.5	1031.218187	2.943642237
Sr11.00Mo4.000O23.00	1.533333333	-2.49	-2.167333333	-1.28	0.535082133	1.055289706	2.113636364	87.62	89.84133333	95.95	3.6836646	1.055289706	2.113636364	2	3.066666667	6	1.768866555	1.055289706	2.113636364	0.59	1.022666667	1.18	0.260907817	-1.055289706	2.113636364	2.64	4.656	10.2	3.343157789	1.055289706	2.113636364	0.03013	0.050443333	0.106305	0.033685852	1.055289706	2.113636364	0.055075	0.106263867	0.124878	0.030868048	-1.055289706	2.113636364	230	230	230	0	0	1E+17	6.1	9.806666667	20	6.146811278	1.055289706	2.113636364	0.28	0.288	0.31	0.013266499	1.055289706	2.113636364	35	62.73333333	139	45.99053043	1.055289706	2.113636364	0.000005	0.0000182	0.000023	7.9599E-06	-1.055289706	2.113636364	4	4	4	0	0	1E+17	1	1	1	0	0	1E+17	147	227.8	450	133.9916415	1.055289706	2.113636364	6	7.466666667	8	0.884433277	-1.055289706	2.113636364	0.59	1.081333333	1.26	0.296285148	-1.055289706	2.113636364	457.527235	-0.229464656
NdBaInO4.000	1.333333333	-2.55	-2.17	-1.66	0.374788829	0.478560898	1.5	114.818	132.129	144.242	12.56204195	-0.549831264	1.5	2	2.666666667	3	0.471404521	-0.707106781	1.5	0.8	1.044333333	1.35	0.228686588	0.383005741	1.5	3.62	5.98	7.31	1.673260291	-0.690097342	1.5	0.02636	0.046208333	0.063666	0.015323639	-0.23022025	1.5	0.082227	0.120759	0.163604	0.03336171	0.191759223	1.5	9.4	20.7	32	11.3	1.6653E-16	1	4.9	10.45	16	5.55	4.996E-16	1	0.28	0.28	0.28	0	0	1E+17	17	39	82	30.40833219	0.706533288	1.5	0.00001	0.000021	0.000032	8.98146E-06	2.9606E-16	1.5	4	4.333333333	5	0.471404521	0.707106781	1.5	1	2	3	0.816496581	0	1.5	108	139.3333333	200	42.90558109	0.70595462	1.5	6	6.333333333	7	0.471404521	0.707106781	1.5	0.8	1.054333333	1.38	0.242096858	0.416391302	1.5	887.6297128	3.920430117
Nd0.900Sr0.100BaInO3.950	1.316666667	-2.55	-2.176333333	-1.66	0.378518897	0.495962475	1.489818568	87.62	130.2416	144.242	14.67606315	-0.90542246	3.044329822	2	2.633333333	3	0.48189441	-0.553371571	1.306220096	0.8	1.0509	1.35	0.229657477	0.29987193	1.439481349	2.64	5.834333333	7.31	1.764956436	-0.572393853	1.40548482	0.02636	0.0455927	0.063666	0.015584014	-0.137025728	1.408968972	0.082227	0.121040067	0.163604	0.033359708	0.16665192	1.49431609	9.4	20.10526316	32	11.28433818	0.105409255	1.011111111	4.9	9.955	16	5.473890298	0.194819769	1.045226758	0.28	0.28	0.28	5.551E-17	-1	1	17	39.6	82	30.14476184	0.678388065	1.487319413	0.00001	2.14333E-05	0.000032	8.75094E-06	-0.082073656	1.582822396	4	4.333333333	5	0.471404521	0.707106781	1.5	1	1.933333333	3	0.813770374	0.122609878	1.520066664	108	137.5666667	200	41.43724841	0.807278922	1.697833129	6	6.333333333	7	0.471404521	0.707106781	1.5	0.8	1.0609	1.38	0.242743809	0.33736631	1.445321669	989.1197783	2.875158909
Ba3.000NbMoO8.500	1.7	-2.55	-2.154	-1.28	0.516317732	0.744379169	1.87710531	92.90637	120.167474	137.327	21.03806947	-0.414649427	1.180596723	2	3.4	6	1.743559577	0.507129517	1.380193906	0.59	1.056	1.35	0.360421975	-0.414134598	1.179476901	3.62	5.926	10.2	2.870913443	0.505184392	1.376028268	0.02636	0.0555256	0.106305	0.035996143	0.454581531	1.267164373	0.055075	0.121377	0.163604	0.051751208	-0.412256173	1.175390269	9.4	85.64	230	95.28277074	0.5269842	1.422632764	4.9	14.54	38	13.10703628	0.922582391	2.234282062	0.31	0.355	0.4	0.045	1.9984E-15	1	18	49.4	139	46.91950554	1.213167104	2.780167255	0.000005	0.000015	0.000021	7.37564E-06	-0.430670762	1.215397924	4	4.6	5	0.489897949	-0.40824829	1.166666667	1	1	1	0	0	1E+17	110	211	450	135.5138369	0.869827529	2.130117649	6	9.6	12	2.939387691	-0.40824829	1.166666667	0.59	1.212	1.61	0.487704829	-0.411464619	1.173667816	1152.848652	7.071605859
Nd0.950Ca0.050BaInO3.975	1.325	-2.55	-2.172333333	-1.66	0.376024674	0.486992521	1.496426267	40.078	130.3929333	144.242	17.13384568	-2.502030119	13.23841533	2	2.65	3	0.476969601	-0.628970902	1.395604396	0.8	1.044616667	1.35	0.228620945	0.379818075	1.499768668	1.54	5.888833333	7.31	1.761353733	-0.706528018	1.730343609	0.02636	0.046038767	0.063666	0.015352511	-0.198022534	1.480359116	0.082227	0.120433717	0.163604	0.033497049	0.2126125	1.487861549	9.4	20.325	32	11.16688744	0.073968039	1.02579659	4.9	10.235	16	5.497160631	0.087395303	1.019892449	0.28	0.2815	0.31	0.006538348	4.12948321	18.05263158	17	42.05	200	36.59664147	1.577394647	6.388152734	0.00001	0.0000212	0.000032	8.86717E-06	-0.035834981	1.539557871	3	4.316666667	5	0.499722145	0.38204397	2.073490382	1	1.966666667	3	0.815815883	0.061254233	1.505004167	108	139.8333333	230	43.77562741	0.734144025	1.595152743	6	6.333333333	7	0.471404521	0.707106781	1.5	0.8	1.054616667	1.38	0.242023146	0.413497976	1.49980028	867.5023052	5.092613685
Nd0.900Ca0.100BaInO3.950	1.316666667	-2.55	-2.174666667	-1.66	0.377242038	0.495541587	1.493239858	40.078	128.6568667	144.242	20.57436712	-2.606143779	11.629834	2	2.633333333	3	0.48189441	-0.553371571	1.306220096	0.8	1.0449	1.35	0.228554931	0.376630839	1.499561475	1.54	5.797666667	7.31	1.840736598	-0.693849774	1.815385345	0.02636	0.0458692	0.063666	0.015379458	-0.166004598	1.462948629	0.082227	0.120108433	0.163604	0.033628698	0.233481402	1.477146091	9.4	19.95	32	11.01941469	0.148690084	1.063817565	4.9	10.02	16	5.435310479	0.175764919	1.05574347	0.28	0.283	0.31	0.009	2.666666667	8.111111111	17	45.1	200	41.65761235	1.761583286	6.699482588	0.00001	0.0000214	0.000032	8.74681E-06	-0.070939579	1.584609935	3	4.3	5	0.525991128	0.16492101	2.35636522	1	1.933333333	3	0.813770374	0.122609878	1.520066664	108	140.3333333	230	44.62311309	0.756135571	1.665491333	6	6.333333333	7	0.471404521	0.707106781	1.5	0.8	1.0549	1.38	0.241949079	0.410605224	1.499621396	804.5045341	4.864805386
Nd0.800Ca0.200BaInO3.900	1.3	-2.55	-2.179333333	-1.66	0.379622034	0.512978376	1.488020042	40.078	125.1847333	144.242	25.78163779	-2.277257876	8.021026834	2	2.6	3	0.489897949	-0.40824829	1.166666667	0.8	1.045466667	1.35	0.228421793	0.370257583	1.499219633	1.54	5.615333333	7.31	1.977455829	-0.622649387	1.793969051	0.02636	0.045530067	0.063666	0.015427623	-0.102426926	1.434633502	0.082227	0.119457867	0.163604	0.033881094	0.275282129	1.45984847	9.4	19.2	32	10.67895126	0.30152051	1.180427379	4.9	9.59	16	5.283266035	0.357484449	1.180171814	0.28	0.286	0.31	0.012	1.5	3.25	17	51.2	200	49.71545702	1.680668086	5.525126398	0.00001	0.0000218	0.000032	8.48685E-06	-0.138358921	1.692094718	3	4.266666667	5	0.573488351	-0.08168753	2.505843682	1	1.866666667	3	0.805536398	0.246014353	1.581065866	108	141.3333333	230	46.25533002	0.785288481	1.750270771	6	6.333333333	7	0.471404521	0.707106781	1.5	0.8	1.055466667	1.38	0.241799881	0.404821385	1.499326256	632.491129	3.99509078
Nd0.950Ba1.050InO3.975	1.325	-2.55	-2.174166667	-1.66	0.377590129	0.484786922	1.493509299	114.818	132.01375	144.242	12.48184773	-0.546824921	1.503933581	2	2.65	3	0.476969601	-0.628970902	1.395604396	0.8	1.05045	1.35	0.231850485	0.32687497	1.431381672	3.62	5.9235	7.31	1.694624663	-0.613023367	1.397766261	0.02636	0.045837683	0.063666	0.015528916	-0.18445412	1.445688209	0.082227	0.121544967	0.163604	0.033803414	0.148545224	1.449072187	9.4	20.135	32	11.28586616	0.100125235	1.010025063	4.9	10.1725	16	5.543058159	0.100125235	1.010025063	0.28	0.28	0.28	0	0	1E+17	17	39.01666667	82	30.39654129	0.706533982	1.500000838	0.00001	2.11833E-05	0.000032	8.86659E-06	-0.030215287	1.539710955	4	4.35	5	0.476969601	0.628970902	1.395604396	1	1.966666667	3	0.815815883	0.061254233	1.505004167	108	137.8333333	200	42.32775554	0.787002423	1.621134459	6	6.35	7	0.476969601	0.628970902	1.395604396	0.8	1.06095	1.38	0.245458647	0.357961841	1.42806557	967.9847659	5.05318412
Nd0.900Ba1.100InO3.950	1.316666667	-2.55	-2.178333333	-1.66	0.380325153	0.491791708	1.48753417	114.818	131.8985	144.242	12.4000638	-0.544504635	1.508042642	2	2.633333333	3	0.48189441	-0.553371571	1.306220096	0.8	1.056566667	1.35	0.234812504	0.271491607	1.372179829	3.62	5.867	7.31	1.71386143	-0.53838868	1.310238037	0.02636	0.045467033	0.063666	0.015722778	-0.138756253	1.398513382	0.082227	0.122330933	0.163604	0.034221374	0.105251322	1.404750736	9.4	19.57	32	11.24335804	0.201007563	1.04040404	4.9	9.895	16	5.522180276	0.201007563	1.04040404	0.28	0.28	0.28	5.551E-17	-1	1	17	39.03333333	82	30.38473667	0.706537552	1.500001665	0.00001	2.13667E-05	0.000032	8.74636E-06	-0.05953097	1.583936916	4	4.366666667	5	0.48189441	0.553371571	1.306220096	1	1.933333333	3	0.813770374	0.122609878	1.520066664	108	136.3333333	200	41.68799454	0.871555412	1.76152453	6	6.366666667	7	0.48189441	0.553371571	1.306220096	0.8	1.067566667	1.38	0.248598965	0.30044573	1.366080623	938.9265923	5.141565707
Nd0.600Ba1.400InO3.800	1.266666667	-2.55	-2.203333333	-1.66	0.395418203	0.547396738	1.464685596	114.818	131.207	144.242	11.87409247	-0.547988626	1.533107712	2	2.533333333	3	0.498887652	-0.133630621	1.017857143	0.8	1.093266667	1.35	0.248714955	-0.050619535	1.181896822	3.62	5.528	7.31	1.787919461	-0.123214816	1.028594783	0.02636	0.043243133	0.063666	0.016666943	0.134856876	1.244975034	0.082227	0.127046733	0.163604	0.036273227	-0.156098878	1.259897313	9.4	16.18	32	10.35662107	0.872871561	1.761904762	4.9	8.23	16	5.086659021	0.872871561	1.761904762	0.28	0.28	0.28	0	0	1E+17	17	39.13333333	82	30.31361997	0.706620016	1.500005712	0.00001	2.24667E-05	0.000032	7.89824E-06	-0.203304379	1.949464923	4	4.466666667	5	0.498887652	0.133630621	1.017857143	1	1.733333333	3	0.77172246	0.497691362	1.836823346	108	127.3333333	200	36.34403512	1.497786946	3.247067742	6	6.466666667	7	0.498887652	0.133630621	1.017857143	0.8	1.107266667	1.38	0.263195103	-0.032172175	1.167218539	1046.065504	4.879918441
Nd0.800Ba1.200InO3.900	1.3	-2.55	-2.186666667	-1.66	0.385601982	0.507919148	1.477308761	114.818	131.668	144.242	12.23159867	-0.542116351	1.516584041	2	2.6	3	0.489897949	-0.40824829	1.166666667	0.8	1.0688	1.35	0.24016028	0.162567452	1.279276495	3.62	5.754	7.31	1.746225644	-0.394969884	1.173661585	0.02636	0.044725733	0.063666	0.01607789	-0.047538012	1.323903224	0.082227	0.123902867	0.163604	0.034989416	0.018471622	1.334487016	9.4	18.44	32	11.07169364	0.40824829	1.166666667	4.9	9.34	16	5.437867229	0.40824829	1.166666667	0.28	0.28	0.28	0	0	1E+17	17	39.06666667	82	30.36108621	0.706553368	1.500003241	0.00001	2.17333E-05	0.000032	8.48895E-06	-0.114752671	1.686455781	4	4.4	5	0.489897949	0.40824829	1.166666667	1	1.866666667	3	0.805536398	0.246014353	1.581065866	108	133.3333333	200	40.21055693	1.053762221	2.112721499	6	6.4	7	0.489897949	0.40824829	1.166666667	0.8	1.0808	1.38	0.254247439	0.187657202	1.268941282	936.8507236	4.998045527
Nd0.900Ba1.100InO3.950	1.316666667	-2.55	-2.178333333	-1.66	0.380325153	0.491791708	1.48753417	114.818	131.8985	144.242	12.4000638	-0.544504635	1.508042642	2	2.633333333	3	0.48189441	-0.553371571	1.306220096	0.8	1.056566667	1.35	0.234812504	0.271491607	1.372179829	3.62	5.867	7.31	1.71386143	-0.53838868	1.310238037	0.02636	0.045467033	0.063666	0.015722778	-0.138756253	1.398513382	0.082227	0.122330933	0.163604	0.034221374	0.105251322	1.404750736	9.4	19.57	32	11.24335804	0.201007563	1.04040404	4.9	9.895	16	5.522180276	0.201007563	1.04040404	0.28	0.28	0.28	5.551E-17	-1	1	17	39.03333333	82	30.38473667	0.706537552	1.500001665	0.00001	2.13667E-05	0.000032	8.74636E-06	-0.05953097	1.583936916	4	4.366666667	5	0.48189441	0.553371571	1.306220096	1	1.933333333	3	0.813770374	0.122609878	1.520066664	108	136.3333333	200	41.68799454	0.871555412	1.76152453	6	6.366666667	7	0.48189441	0.553371571	1.306220096	0.8	1.067566667	1.38	0.248598965	0.30044573	1.366080623	846.1960231	4.628607199
Ba3.000WNbO8.500	1.7	-2.55	-2.114	-1.08	0.585580054	0.873946636	2.138300243	92.90637	137.745474	183.84	28.76030576	0.065458324	2.501269747	2	3.4	6	1.743559577	0.507129517	1.380193906	0.6	1.058	1.35	0.35784913	-0.412071315	1.17498803	3.62	7.746	19.3	6.086797516	1.181531524	2.723342417	0.02636	0.0552612	0.104983	0.035625129	0.447129152	1.251052313	0.057202	0.1218024	0.163604	0.051210366	-0.409930155	1.170328128	9.4	101.64	310	121.3355941	0.784930949	1.959680096	4.9	42.74	161	60.50370567	1.346600697	3.010935472	0.28	0.34	0.4	0.06	0	1	18	55.6	170	58.87478238	1.311011629	2.950941491	0.000005	0.000015	0.000021	7.37564E-06	-0.430670762	1.215397924	4	4.6	5	0.489897949	-0.40824829	1.166666667	1	1.4	3	0.8	1.5	3.25	110	201	400	118.253964	0.728698462	1.844980668	6	9.6	12	2.939387691	-0.40824829	1.166666667	0.6	1.214	1.61	0.48516389	-0.410328783	1.171195805	1723.945674	10.14690408
Ba3.000MoNbO8.500	1.7	-2.55	-2.154	-1.28	0.516317732	0.744379169	1.87710531	92.90637	120.167474	137.327	21.03806947	-0.414649427	1.180596723	2	3.4	6	1.743559577	0.507129517	1.380193906	0.59	1.056	1.35	0.360421975	-0.414134598	1.179476901	3.62	5.926	10.2	2.870913443	0.505184392	1.376028268	0.02636	0.0555256	0.106305	0.035996143	0.454581531	1.267164373	0.055075	0.121377	0.163604	0.051751208	-0.412256173	1.175390269	9.4	85.64	230	95.28277074	0.5269842	1.422632764	4.9	14.54	38	13.10703628	0.922582391	2.234282062	0.31	0.355	0.4	0.045	1.9984E-15	1	18	49.4	139	46.91950554	1.213167104	2.780167255	0.000005	0.000015	0.000021	7.37564E-06	-0.430670762	1.215397924	4	4.6	5	0.489897949	-0.40824829	1.166666667	1	1	1	0	0	1E+17	110	211	450	135.5138369	0.869827529	2.130117649	6	9.6	12	2.939387691	-0.40824829	1.166666667	0.59	1.212	1.61	0.487704829	-0.411464619	1.173667816	999.2518443	6.130203591
Bi4.000Ti3.000O12.00	1.714285714	-1.9	-1.625714286	-1.42	0.237538396	-0.288675135	1.083333333	47.867	139.9318	208.9804	79.73045559	-0.288675135	1.083333333	3	3.428571429	4	0.494871659	0.288675135	1.083333333	0.605	0.847857143	1.03	0.210320455	-0.288675135	1.083333333	4.5	7.532571429	9.807	2.626283896	-0.288675135	1.083333333	0.046928	0.067106	0.09401	0.023299547	0.288675135	1.083333333	0.052515	0.096423571	0.129355	0.038025938	-0.288675135	1.083333333	31	64.85714286	110	39.09486109	0.288675135	1.083333333	12	25.71428571	44	15.8358931	0.288675135	1.083333333	0.32	0.325714286	0.33	0.004948717	-0.288675135	1.083333333	8	14	22	6.92820323	0.288675135	1.083333333	0.000009	1.12857E-05	0.000013	1.97949E-06	-0.288675135	1.083333333	3	4.714285714	6	1.484614978	-0.288675135	1.083333333	0.000001	0.428572	1	0.494871164	0.288675135	1.083333333	119	248	420	148.9563695	0.288675135	1.083333333	6	6	6	0	0	1E+17	0.605	0.847857143	1.03	0.210320455	-0.288675135	1.083333333	707.4443597	3.57695885
Bi3.940Ti3.000O11.91	1.716138329	-1.9	-1.627492795	-1.42	0.237788313	-0.273412972	1.074754653	47.867	139.334838	208.9804	79.8143407	-0.273412972	1.074754653	3	3.432276657	4	0.495392318	0.273412972	1.074754653	0.605	0.846282421	1.03	0.210541735	-0.273412972	1.074754653	4.5	7.512907781	9.807	2.629047032	-0.273412972	1.074754653	0.046928	0.06728045	0.09401	0.023324061	0.273412972	1.074754653	0.052515	0.096138862	0.129355	0.038065946	-0.273412972	1.074754653	31	65.14985591	110	39.13599313	0.273412972	1.074754653	12	25.83285303	44	15.85255418	0.273412972	1.074754653	0.32	0.325677233	0.33	0.004953923	-0.273412972	1.074754653	8	14.0518732	22	6.935492453	0.273412972	1.074754653	0.000009	1.12709E-05	0.000013	1.98157E-06	-0.273412972	1.074754653	3	4.703170029	6	1.486176954	-0.273412972	1.074754653	0.000001	0.432277225	1	0.495391823	0.273412972	1.074754653	119	249.1152738	420	149.1130877	0.273412972	1.074754653	6	6	6	8.8818E-16	-1	1	0.605	0.846282421	1.03	0.210541735	-0.273412972	1.074754653	751.9089662	4.175571208
Bi3.880Ti3.000O11.82	1.718023256	-1.9	-1.629302326	-1.42	0.238028681	-0.257932568	1.06652921	47.867	138.727464	208.9804	79.89502089	-0.257932568	1.06652921	3	3.436046512	4	0.495893085	0.257932568	1.06652921	0.605	0.844680233	1.03	0.210754561	-0.257932568	1.06652921	4.5	7.492901163	9.807	2.6317046	-0.257932568	1.06652921	0.046928	0.067457942	0.09401	0.023347638	0.257932568	1.06652921	0.052515	0.095849186	0.129355	0.038104425	-0.257932568	1.06652921	31	65.44767442	110	39.17555368	0.257932568	1.06652921	12	25.95348837	44	15.86857871	0.257932568	1.06652921	0.32	0.325639535	0.33	0.004958931	-0.257932568	1.06652921	8	14.10465116	22	6.942503184	0.257932568	1.06652921	0.000009	1.12558E-05	0.000013	1.98357E-06	-0.257932568	1.06652921	3	4.691860465	6	1.487679254	-0.257932568	1.06652921	0.000001	0.436047076	1	0.495892589	0.257932568	1.06652921	119	250.25	420	149.2638185	0.257932568	1.06652921	6	6	6	0	0	1E+17	0.605	0.844680233	1.03	0.210754561	-0.257932568	1.06652921	772.2886114	4.536271121
Bi3.880Ti2.960Mg0.040O11.78	1.712209302	-2.13	-1.630639535	-1.42	0.240181976	-0.278702853	1.122822444	24.305	138.5904756	208.9804	80.07069983	-0.25957697	1.070010968	2	3.424418605	4	0.505880776	0.170874542	1.365856193	0.605	0.845348837	1.03	0.210174748	-0.2622081	1.072510007	1.74	7.476854651	9.807	2.658185702	-0.282827363	1.135818622	0.046928	0.067327593	0.09401	0.023261461	0.269006784	1.078399045	0.052515	0.095935756	0.129355	0.038022702	-0.260257026	1.070079066	31	65.06976744	110	39.05728967	0.279847166	1.080368162	12	25.79651163	44	15.82276067	0.280264241	1.080225659	0.29	0.325465116	0.33	0.005635638	-1.5474348	9.735036294	8	14.90697674	160	13.07458738	7.931159213	88.25623679	0.000009	1.13488E-05	0.000025	2.23486E-06	1.053009577	8.786739567	3	4.691860465	6	1.487679254	-0.257932568	1.06652921	0.000001	0.430233128	1	0.495108083	0.281826835	1.079426365	119	250.1337209	420	149.1392732	0.258231133	1.067050154	6	6	6	0	0	1E+17	0.605	0.845348837	1.03	0.210174748	-0.2622081	1.072510007	696.0492934	4.626565566
Bi3.880Ti2.920Mg0.080O11.74	1.706395349	-2.13	-1.631976744	-1.42	0.242308758	-0.297772711	1.173153551	24.305	138.4534872	208.9804	80.24576031	-0.261153786	1.073324159	2	3.412790698	4	0.515412797	0.098442932	1.603529108	0.605	0.846017442	1.03	0.209591199	-0.26645064	1.078532933	1.74	7.46080814	9.807	2.684309665	-0.305540393	1.197223468	0.046928	0.067197244	0.09401	0.023174231	0.280092275	1.090628811	0.052515	0.096022326	0.129355	0.037940605	-0.262552911	1.073621738	31	64.69186047	110	38.93499865	0.301880851	1.095260957	12	25.63953488	44	15.7752476	0.302716473	1.095007416	0.29	0.325290698	0.33	0.006234499	-2.125322685	12.34183222	8	15.70930233	160	17.09982067	6.955665784	58.98173084	0.000009	1.14419E-05	0.000025	2.4571E-06	1.680840385	11.28506673	3	4.691860465	6	1.487679254	-0.257932568	1.06652921	0.000001	0.42441918	1	0.494253947	0.305840025	1.093538121	119	250.0174419	420	149.0145332	0.25852329	1.067561691	6	6	6	8.8818E-16	1	1	0.605	0.846017442	1.03	0.209591199	-0.26645064	1.078532933	675.0457362	4.642618987
